 workload,recordtype,operation
exchange,exchangeadmin,disable-transportrule
exchange,exchangeadmin,disable-umautoattendant
exchange,exchangeadmin,disable-umipgateway
exchange,exchangeadmin,disable-ummailbox
exchange,exchangeadmin,enable-addresslistpaging
exchange,exchangeadmin,enable-antiphishrule
exchange,exchangeadmin,enable-app
exchange,exchangeadmin,enable-atpevaluationrule
exchange,exchangeadmin,enable-atpprotectionpolicyrule
exchange,exchangeadmin,enable-distributiongroup
exchange,exchangeadmin,enable-elevatedaccesscontrol
exchange,exchangeadmin,enable-eopprotectionpolicyrule
exchange,exchangeadmin,enable-hostedcontentfilterrule
exchange,exchangeadmin,enable-hostedoutboundspamfilterrule
exchange,exchangeadmin,enable-inboxrule
exchange,exchangeadmin,enable-journalrule
exchange,exchangeadmin,enable-mailbox
exchange,exchangeadmin,enable-mailpublicfolder
exchange,exchangeadmin,enable-mailuser
exchange,exchangeadmin,enable-malwarefilterrule
exchange,exchangeadmin,enable-reportsubmissionrule
exchange,exchangeadmin,enable-safeattachmentrule
exchange,exchangeadmin,enable-safelinksrule
exchange,exchangeadmin,enable-sweeprule
exchange,exchangeadmin,enable-transportrule
exchange,exchangeadmin,enable-umautoattendant
exchange,exchangeadmin,enable-umipgateway
exchange,exchangeadmin,enable-ummailbox
exchange,exchangeadmin,export-migrationreport
exchange,exchangeadmin,export-quarantinemessage
exchange,exchangeadmin,export-umcalldatarecord
exchange,exchangeadmin,export-umprompt
exchange,exchangeadmin,import-recipientdataproperty
exchange,exchangeadmin,import-rmstrustedpublishingdomain
exchange,exchangeadmin,import-umprompt
exchange,exchangeadmin,install-addressbookroot
exchange,exchangeadmin,install-adminauditlogconfig
exchange,exchangeadmin,install-dataclassificationconfig
exchange,exchangeadmin,install-defaultsharingpolicy
exchange,exchangeadmin,install-irmconfiguration
exchange,exchangeadmin,install-resourceconfig
exchange,exchangeadmin,new-accepteddomain
exchange,exchangeadmin,new-activesyncdeviceaccessrule
exchange,exchangeadmin,new-activesyncmailboxpolicy
exchange,exchangeadmin,new-addressbookpolicy
exchange,exchangeadmin,new-addresslist
exchange,exchangeadmin,new-adminauditlogsearch
exchange,exchangeadmin,new-antiphishpolicy
exchange,exchangeadmin,new-app
exchange,exchangeadmin,new-applicationaccesspolicy
exchange,exchangeadmin,new-authenticationpolicy
exchange,exchangeadmin,new-availabilityconfig
exchange,exchangeadmin,new-clientaccessrule
exchange,exchangeadmin,new-compliancesearch
exchange,exchangeadmin,new-compliancesearchaction
exchange,exchangeadmin,new-conditionalaccesspolicy
exchange,exchangeadmin,new-crosstenantaccesspolicy
exchange,exchangeadmin,new-dataclassification
exchange,exchangeadmin,new-dataencryptionpolicy
exchange,exchangeadmin,new-distributiongroup
exchange,exchangeadmin,new-dkimsigningconfig
exchange,exchangeadmin,new-dkimsigningconfigselectorcnames
exchange,exchangeadmin,new-dlppolicy
exchange,exchangeadmin,new-dynamicdistributiongroup
exchange,exchangeadmin,new-elevatedaccessapprovalpolicy
exchange,exchangeadmin,new-emailaddresspolicy
exchange,exchangeadmin,new-exchangeassistanceconfig
exchange,exchangeadmin,new-exoinformationbarriersegment
exchange,exchangeadmin,new-exophishsimoverriderule
exchange,exchangeadmin,new-exosecopsoverriderule
exchange,exchangeadmin,new-foldermoverequest
exchange,exchangeadmin,new-folderrestorerequest
exchange,exchangeadmin,new-globaladdresslist
exchange,exchangeadmin,new-graphconnectorgroup
exchange,exchangeadmin,new-hostedconnectionfilterpolicy
exchange,exchangeadmin,new-hostedcontentfilterpolicy
exchange,exchangeadmin,new-hostedoutboundspamfilterpolicy
exchange,exchangeadmin,new-inboundconnector
exchange,exchangeadmin,new-inboxrule
exchange,exchangeadmin,new-informationbarrierpolicyv2
exchange,exchangeadmin,new-intraorganizationconnector
exchange,exchangeadmin,new-journalrule
exchange,exchangeadmin,new-m365dataatrestencryptionpolicy
exchange,exchangeadmin,new-mailbox
exchange,exchangeadmin,new-mailboxauditlogsearch
exchange,exchangeadmin,new-mailboxenhancedrestorebatch
exchange,exchangeadmin,new-mailboxexportrequest
exchange,exchangeadmin,new-mailboxfolder
exchange,exchangeadmin,new-mailboximportrequest
exchange,exchangeadmin,new-mailboxplan
exchange,exchangeadmin,new-mailboxrestorerequest
exchange,exchangeadmin,new-mailboxsearch
exchange,exchangeadmin,new-mailcontact
exchange,exchangeadmin,new-mailmessage
exchange,exchangeadmin,new-mailuser
exchange,exchangeadmin,new-malwarefilterpolicy
exchange,exchangeadmin,new-managementrole
exchange,exchangeadmin,new-managementroleassignment
exchange,exchangeadmin,new-managementscope
exchange,exchangeadmin,new-mergerequest
exchange,exchangeadmin,new-messageclassification
exchange,exchangeadmin,new-migrationbatch
exchange,exchangeadmin,new-migrationendpoint
exchange,exchangeadmin,new-mobiledevicemailboxpolicy
exchange,exchangeadmin,new-moverequest
exchange,exchangeadmin,new-msotenantsyncrequest
exchange,exchangeadmin,new-offlineaddressbook
exchange,exchangeadmin,new-omeconfiguration
exchange,exchangeadmin,new-onpremisesorganization
exchange,exchangeadmin,new-organizationrelationship
exchange,exchangeadmin,new-outboundconnector
exchange,exchangeadmin,new-outlookprotectionrule
exchange,exchangeadmin,new-owamailboxpolicy
exchange,exchangeadmin,new-partnerapplication
exchange,exchangeadmin,new-phishfilterpolicy
exchange,exchangeadmin,new-phishsimoverridepolicy
exchange,exchangeadmin,new-policytipconfig
exchange,exchangeadmin,new-publicfolder
exchange,exchangeadmin,new-publicfoldermoverequest
exchange,exchangeadmin,new-quarantinepolicy
exchange,exchangeadmin,new-quarantinetag
exchange,exchangeadmin,new-recipientenforcementprovisioningpolicy
exchange,exchangeadmin,new-remotedomain
exchange,exchangeadmin,new-reportsubmissionpolicy
exchange,exchangeadmin,new-retentionpolicy
exchange,exchangeadmin,new-retentionpolicytag
exchange,exchangeadmin,new-roleassignmentpolicy
exchange,exchangeadmin,new-rolegroup
exchange,exchangeadmin,new-safeattachmentpolicy
exchange,exchangeadmin,new-safelinkspolicy
exchange,exchangeadmin,new-schedulingmailbox
exchange,exchangeadmin,new-secopsoverridepolicy
exchange,exchangeadmin,new-serviceprincipal
exchange,exchangeadmin,new-sharingpolicy
exchange,exchangeadmin,new-sitemailbox
exchange,exchangeadmin,new-sitemailboxprovisioningpolicy
exchange,exchangeadmin,new-sweeprule
exchange,exchangeadmin,new-syncdistributiongroup
exchange,exchangeadmin,new-syncgroup
exchange,exchangeadmin,new-syncmailbox
exchange,exchangeadmin,new-syncmailcontact
exchange,exchangeadmin,new-syncmailpublicfolder
exchange,exchangeadmin,new-syncmailuser
exchange,exchangeadmin,new-syncrequest
exchange,exchangeadmin,new-syncuser
exchange,exchangeadmin,new-teamsprotectionpolicy
exchange,exchangeadmin,new-tenantallowblocklistitems
exchange,exchangeadmin,new-tenantallowblocklistspoofitems
exchange,exchangeadmin,new-throttlingpolicy
exchange,exchangeadmin,new-transportrule
exchange,exchangeadmin,new-umautoattendant
exchange,exchangeadmin,new-umdialplan
exchange,exchangeadmin,new-umhuntgroup
exchange,exchangeadmin,new-ummailboxpolicy
exchange,exchangeadmin,new-unifiedgroup
exchange,exchangeadmin,preview-quarantinemessage
exchange,exchangeadmin,provision-compliancemailboxfolder
exchange,exchangeadmin,release-quarantinemessage
exchange,exchangeadmin,remove-accepteddomain
exchange,exchangeadmin,remove-activesyncdevice
exchange,exchangeadmin,remove-activesyncdeviceaccessrule
exchange,exchangeadmin,remove-activesyncmailboxpolicy
exchange,exchangeadmin,remove-addressbookpolicy
exchange,exchangeadmin,remove-addresslist
exchange,exchangeadmin,remove-antiphishpolicy
exchange,exchangeadmin,remove-antiphishrule
exchange,exchangeadmin,remove-app
exchange,exchangeadmin,remove-applicationaccesspolicy
exchange,exchangeadmin,remove-atpbuiltinprotectionrule
exchange,exchangeadmin,remove-atpprotectionpolicyrule
exchange,exchangeadmin,remove-authenticationpolicy
exchange,exchangeadmin,remove-autosensitivitylabelpolicy
exchange,exchangeadmin,remove-availabilityaddressspace
exchange,exchangeadmin,remove-availabilityconfig
exchange,exchangeadmin,remove-bookingmailbox
exchange,exchangeadmin,remove-calendarevents
exchange,exchangeadmin,remove-clientaccessrule
exchange,exchangeadmin,remove-compliancepolicysyncnotification
exchange,exchangeadmin,remove-compliancesearch
exchange,exchangeadmin,remove-conditionalaccesspolicy
exchange,exchangeadmin,remove-crosstenantaccesspolicy
exchange,exchangeadmin,remove-dataclassification
exchange,exchangeadmin,remove-distributiongroup
exchange,exchangeadmin,remove-distributiongroupmember
exchange,exchangeadmin,remove-dlpcompliancepolicy
exchange,exchangeadmin,remove-dlpcompliancerule
exchange,exchangeadmin,remove-dlppolicy
exchange,exchangeadmin,remove-dynamicdistributiongroup
exchange,exchangeadmin,remove-elevatedaccessapprovalpolicy
exchange,exchangeadmin,remove-emailaddresspolicy
exchange,exchangeadmin,remove-eopprotectionpolicyrule
exchange,exchangeadmin,remove-exoinformationbarrierpolicy
exchange,exchangeadmin,remove-exoinformationbarriersegment
exchange,exchangeadmin,remove-exophishsimoverriderule
exchange,exchangeadmin,remove-exosecopsoverriderule
exchange,exchangeadmin,remove-federateddomain
exchange,exchangeadmin,remove-foldermoverequest
exchange,exchangeadmin,remove-globaladdresslist
exchange,exchangeadmin,remove-graphconnectorgroup
exchange,exchangeadmin,remove-graphconnectorgroupmember
exchange,exchangeadmin,remove-hostedconnectionfilterpolicy
exchange,exchangeadmin,remove-hostedcontentfilterpolicy
exchange,exchangeadmin,remove-hostedcontentfilterrule
exchange,exchangeadmin,remove-hostedoutboundspamfilterpolicy
exchange,exchangeadmin,remove-hostedoutboundspamfilterrule
exchange,exchangeadmin,remove-inboundconnector
exchange,exchangeadmin,remove-inboxrule
exchange,exchangeadmin,remove-intraorganizationconnector
exchange,exchangeadmin,remove-journalrule
exchange,exchangeadmin,remove-labelpolicy
exchange,exchangeadmin,remove-mailbox
exchange,exchangeadmin,remove-mailboxexportrequest
exchange,exchangeadmin,remove-mailboxfolderpermission
exchange,exchangeadmin,remove-mailboximportrequest
exchange,exchangeadmin,remove-mailboxirmaccess
exchange,exchangeadmin,remove-mailboxlocation
exchange,exchangeadmin,remove-mailboxpermission
exchange,exchangeadmin,remove-mailboxplan
exchange,exchangeadmin,remove-mailboxrestorerequest
exchange,exchangeadmin,remove-mailboxsearch
exchange,exchangeadmin,remove-mailboxuserconfiguration
exchange,exchangeadmin,remove-mailcontact
exchange,exchangeadmin,remove-mailuser
exchange,exchangeadmin,remove-malwarefilterpolicy
exchange,exchangeadmin,remove-malwarefilterrule
exchange,exchangeadmin,remove-managementrole
exchange,exchangeadmin,remove-managementroleassignment
exchange,exchangeadmin,remove-managementroleentry
exchange,exchangeadmin,remove-managementscope
exchange,exchangeadmin,remove-mergerequest
exchange,exchangeadmin,remove-messageclassification
exchange,exchangeadmin,remove-migrationbatch
exchange,exchangeadmin,remove-migrationendpoint
exchange,exchangeadmin,remove-migrationuser
exchange,exchangeadmin,remove-mobiledevice
exchange,exchangeadmin,remove-mobiledevicemailboxpolicy
exchange,exchangeadmin,remove-moverequest
exchange,exchangeadmin,remove-offlineaddressbook
exchange,exchangeadmin,remove-omeconfiguration
exchange,exchangeadmin,remove-onpremisesorganization
exchange,exchangeadmin,remove-organizationrelationship
exchange,exchangeadmin,remove-outboundconnector
exchange,exchangeadmin,remove-outlookprotectionrule
exchange,exchangeadmin,remove-owamailboxpolicy
exchange,exchangeadmin,remove-partnerapplication
exchange,exchangeadmin,remove-phishsimoverridepolicy
exchange,exchangeadmin,remove-policytipconfig
exchange,exchangeadmin,remove-publicfolder
exchange,exchangeadmin,remove-publicfolderclientpermission
exchange,exchangeadmin,remove-publicfoldermailboxmigrationrequest
exchange,exchangeadmin,remove-publicfoldermoverequest
exchange,exchangeadmin,remove-quarantinepolicy
exchange,exchangeadmin,remove-recipientpermission
exchange,exchangeadmin,remove-remotedomain
exchange,exchangeadmin,remove-reportsubmissionpolicy
exchange,exchangeadmin,remove-reportsubmissionrule
exchange,exchangeadmin,remove-retentioncompliancepolicy
exchange,exchangeadmin,remove-retentionpolicy
exchange,exchangeadmin,remove-retentionpolicytag
exchange,exchangeadmin,remove-rmstrustedpublishingdomain
exchange,exchangeadmin,remove-roleassignmentpolicy
exchange,exchangeadmin,remove-rolegroup
exchange,exchangeadmin,remove-rolegroupmember
exchange,exchangeadmin,remove-safeattachmentpolicy
exchange,exchangeadmin,remove-safeattachmentrule
exchange,exchangeadmin,remove-safelinkspolicy
exchange,exchangeadmin,remove-safelinksrule
exchange,exchangeadmin,remove-serviceprincipal
exchange,exchangeadmin,remove-sharingpolicy
exchange,exchangeadmin,remove-storemailbox
exchange,exchangeadmin,remove-sweeprule
exchange,exchangeadmin,remove-syncdistributiongroup
exchange,exchangeadmin,remove-syncgroup
exchange,exchangeadmin,remove-syncmailbox
exchange,exchangeadmin,remove-syncmailcontact
exchange,exchangeadmin,remove-syncmailpublicfolder
exchange,exchangeadmin,remove-syncmailuser
exchange,exchangeadmin,remove-syncrequest
exchange,exchangeadmin,remove-tenantallowblocklistitems
